Label,EmailText
ham,Don't forget to buy groceries on your way home. ok
ham,Please find the attached document for your review. now
ham,I'll reach office by 10am. now
ham,Call me when you are free. call
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. 
spam,"You have won a lottery of $10,000! Send your details immediately to claim. call"
ham,Did you finish the project presentation? !!!
ham,"Hey, are we meeting later today? reply"
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. !!!"
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. urgent
ham,Let's have lunch tomorrow at 1 pm. now
spam,WINNER!! As a valued customer you have been selected for a £900 reward! call
ham,See you at the gym later! call
spam,WINNER!! As a valued customer you have been selected for a £900 reward! call
ham,Did you finish the project presentation? pls
ham,Let's have lunch tomorrow at 1 pm. call
ham,Did you finish the project presentation? reply
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. !!!
spam,Claim your free ringtone by texting WIN to 80082! Offer ends soon. now
spam,Claim your free ringtone by texting WIN to 80082! Offer ends soon. call
ham,Did you finish the project presentation? ok
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. ok
ham,Can you send me the report by evening? urgent
ham,I'll reach office by 10am. urgent
spam,"You have won a lottery of $10,000! Send your details immediately to claim. "
ham,Let's have lunch tomorrow at 1 pm. call
ham,Please find the attached document for your review. urgent
ham,"Hey, are we meeting later today? call"
ham,Call me when you are free. call
ham,Let's have lunch tomorrow at 1 pm. !!!
ham,Please find the attached document for your review. now
ham,Did you finish the project presentation? pls
spam,WINNER!! As a valued customer you have been selected for a £900 reward! !!!
ham,Don't forget to buy groceries on your way home. urgent
ham,Meeting got postponed to next week. reply
ham,See you at the gym later! !!!
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. pls
ham,Can you send me the report by evening? pls
ham,I'll reach office by 10am. now
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. now
ham,Don't forget to buy groceries on your way home. !!!
ham,See you at the gym later! 
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! call"
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! "
ham,Did you finish the project presentation? now
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. reply"
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! reply"
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. !!!"
ham,Please find the attached document for your review. pls
ham,"Hey, are we meeting later today? "
ham,Call me when you are free. reply
ham,I'll reach office by 10am. 
ham,"Hey, are we meeting later today? "
ham,See you at the gym later! pls
ham,Call me when you are free. pls
ham,Don't forget to buy groceries on your way home. reply
ham,Let's have lunch tomorrow at 1 pm. ok
ham,"Hey, are we meeting later today? ok"
ham,"Hey, are we meeting later today? urgent"
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. urgent"
ham,Meeting got postponed to next week. urgent
ham,Don't forget to buy groceries on your way home. 
ham,Let's have lunch tomorrow at 1 pm. call
ham,Let's have lunch tomorrow at 1 pm. call
ham,"Hey, are we meeting later today? call"
ham,Meeting got postponed to next week. 
spam,"You have won a lottery of $10,000! Send your details immediately to claim. now"
ham,Did you finish the project presentation? call
ham,Can you send me the report by evening? reply
ham,I'll reach office by 10am. now
ham,Let's have lunch tomorrow at 1 pm. pls
ham,Can you send me the report by evening? call
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. now
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. "
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. !!!
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! "
ham,Did you finish the project presentation? call
ham,"Hey, are we meeting later today? "
ham,Don't forget to buy groceries on your way home. 
ham,Please find the attached document for your review. 
ham,Can you send me the report by evening? 
ham,Call me when you are free. !!!
spam,"You have won a lottery of $10,000! Send your details immediately to claim. reply"
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. ok
ham,Can you send me the report by evening? reply
ham,I'll reach office by 10am. now
ham,See you at the gym later! pls
ham,Meeting got postponed to next week. urgent
ham,I'll reach office by 10am. call
ham,"Hey, are we meeting later today? "
ham,Did you finish the project presentation? reply
ham,Please find the attached document for your review. 
ham,See you at the gym later! !!!
ham,Call me when you are free. ok
ham,Let's have lunch tomorrow at 1 pm. 
ham,"Hey, are we meeting later today? "
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. call
ham,Meeting got postponed to next week. pls
ham,See you at the gym later! now
ham,Please find the attached document for your review. 
ham,See you at the gym later! pls
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! urgent"
ham,Please find the attached document for your review. urgent
ham,Please find the attached document for your review. 
ham,I'll reach office by 10am. 
ham,Meeting got postponed to next week. 
ham,I'll reach office by 10am. reply
ham,Did you finish the project presentation? 
spam,"You have won a lottery of $10,000! Send your details immediately to claim. ok"
ham,Did you finish the project presentation? urgent
ham,I'll reach office by 10am. 
ham,See you at the gym later! 
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. !!!
ham,Meeting got postponed to next week. ok
ham,"Hey, are we meeting later today? ok"
ham,Can you send me the report by evening? now
ham,Meeting got postponed to next week. now
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. call
ham,I'll reach office by 10am. !!!
ham,Call me when you are free. reply
ham,Please find the attached document for your review. call
ham,"Hey, are we meeting later today? ok"
ham,Meeting got postponed to next week. !!!
ham,"Hey, are we meeting later today? !!!"
ham,Please find the attached document for your review. now
ham,Please find the attached document for your review. ok
ham,Can you send me the report by evening? pls
ham,Call me when you are free. pls
ham,I'll reach office by 10am. now
ham,Can you send me the report by evening? ok
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. ok"
ham,Call me when you are free. urgent
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. 
ham,Please find the attached document for your review. call
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. urgent"
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. reply"
ham,See you at the gym later! urgent
ham,Let's have lunch tomorrow at 1 pm. ok
ham,Can you send me the report by evening? call
ham,Did you finish the project presentation? call
spam,WINNER!! As a valued customer you have been selected for a £900 reward! 
ham,"Hey, are we meeting later today? ok"
ham,I'll reach office by 10am. urgent
ham,"Hey, are we meeting later today? now"
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. ok
ham,Call me when you are free. call
ham,Can you send me the report by evening? !!!
ham,Meeting got postponed to next week. !!!
ham,I'll reach office by 10am. urgent
ham,See you at the gym later! urgent
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. now
ham,Did you finish the project presentation? 
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! pls"
ham,Meeting got postponed to next week. urgent
ham,"Hey, are we meeting later today? call"
ham,See you at the gym later! pls
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. ok
spam,WINNER!! As a valued customer you have been selected for a £900 reward! now
ham,Please find the attached document for your review. now
ham,Meeting got postponed to next week. 
ham,Meeting got postponed to next week. call
ham,Let's have lunch tomorrow at 1 pm. now
ham,Don't forget to buy groceries on your way home. urgent
ham,See you at the gym later! pls
ham,I'll reach office by 10am. ok
ham,Did you finish the project presentation? ok
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. "
ham,Don't forget to buy groceries on your way home. reply
ham,Don't forget to buy groceries on your way home. ok
ham,Don't forget to buy groceries on your way home. now
ham,See you at the gym later! 
ham,Call me when you are free. !!!
ham,Let's have lunch tomorrow at 1 pm. 
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. !!!"
ham,"Hey, are we meeting later today? "
ham,Did you finish the project presentation? pls
ham,Let's have lunch tomorrow at 1 pm. reply
ham,Meeting got postponed to next week. reply
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. ok
ham,Don't forget to buy groceries on your way home. now
ham,Did you finish the project presentation? 
ham,Did you finish the project presentation? !!!
ham,Meeting got postponed to next week. 
spam,"You have won a lottery of $10,000! Send your details immediately to claim. !!!"
ham,Please find the attached document for your review. !!!
ham,Let's have lunch tomorrow at 1 pm. ok
ham,Meeting got postponed to next week. reply
ham,"Hey, are we meeting later today? now"
ham,Call me when you are free. 
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! now"
ham,Call me when you are free. call
ham,Don't forget to buy groceries on your way home. 
ham,Don't forget to buy groceries on your way home. urgent
spam,"You have won a lottery of $10,000! Send your details immediately to claim. call"
spam,Claim your free ringtone by texting WIN to 80082! Offer ends soon. call
ham,Please find the attached document for your review. reply
ham,I'll reach office by 10am. call
spam,WINNER!! As a valued customer you have been selected for a £900 reward! now
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. now"
ham,Meeting got postponed to next week. pls
ham,Can you send me the report by evening? urgent
ham,Please find the attached document for your review. pls
ham,Meeting got postponed to next week. reply
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. reply
ham,Meeting got postponed to next week. urgent
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! reply"
ham,I'll reach office by 10am. 
ham,Call me when you are free. ok
ham,"Hey, are we meeting later today? pls"
spam,"You have won a lottery of $10,000! Send your details immediately to claim. urgent"
ham,Call me when you are free. 
ham,Meeting got postponed to next week. ok
ham,Meeting got postponed to next week. urgent
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. 
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. urgent
ham,See you at the gym later! now
ham,"Hey, are we meeting later today? now"
ham,"Hey, are we meeting later today? ok"
ham,"Hey, are we meeting later today? pls"
ham,Can you send me the report by evening? now
ham,Don't forget to buy groceries on your way home. !!!
ham,Let's have lunch tomorrow at 1 pm. urgent
ham,I'll reach office by 10am. !!!
ham,I'll reach office by 10am. ok
ham,Meeting got postponed to next week. !!!
ham,Don't forget to buy groceries on your way home. 
ham,"Hey, are we meeting later today? !!!"
ham,Please find the attached document for your review. pls
ham,Call me when you are free. now
ham,Can you send me the report by evening? !!!
spam,Claim your free ringtone by texting WIN to 80082! Offer ends soon. reply
spam,Claim your free ringtone by texting WIN to 80082! Offer ends soon. !!!
ham,Let's have lunch tomorrow at 1 pm. urgent
ham,Can you send me the report by evening? ok
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. !!!"
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. "
ham,Don't forget to buy groceries on your way home. ok
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. urgent
ham,Can you send me the report by evening? 
ham,Let's have lunch tomorrow at 1 pm. pls
spam,Claim your free ringtone by texting WIN to 80082! Offer ends soon. !!!
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. ok
ham,Can you send me the report by evening? now
ham,I'll reach office by 10am. urgent
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! ok"
ham,Meeting got postponed to next week. call
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. !!!
ham,Call me when you are free. pls
ham,Please find the attached document for your review. call
ham,Don't forget to buy groceries on your way home. 
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. now"
ham,See you at the gym later! pls
ham,I'll reach office by 10am. urgent
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. ok
ham,Call me when you are free. call
ham,I'll reach office by 10am. pls
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. "
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. pls"
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. pls
ham,Let's have lunch tomorrow at 1 pm. reply
ham,Can you send me the report by evening? pls
ham,Can you send me the report by evening? !!!
ham,Call me when you are free. pls
ham,Please find the attached document for your review. 
ham,Please find the attached document for your review. 
ham,I'll reach office by 10am. call
ham,Please find the attached document for your review. reply
ham,Can you send me the report by evening? 
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. ok
ham,Can you send me the report by evening? pls
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. reply"
ham,"Hey, are we meeting later today? urgent"
ham,Please find the attached document for your review. pls
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. ok
ham,Meeting got postponed to next week. !!!
ham,Call me when you are free. !!!
ham,Can you send me the report by evening? pls
ham,I'll reach office by 10am. now
spam,WINNER!! As a valued customer you have been selected for a £900 reward! !!!
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. now"
ham,Don't forget to buy groceries on your way home. pls
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. pls"
ham,Call me when you are free. ok
ham,Please find the attached document for your review. now
ham,Did you finish the project presentation? now
ham,Call me when you are free. call
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. urgent"
ham,See you at the gym later! pls
ham,Call me when you are free. pls
spam,Claim your free ringtone by texting WIN to 80082! Offer ends soon. call
ham,Don't forget to buy groceries on your way home. 
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. "
spam,WINNER!! As a valued customer you have been selected for a £900 reward! pls
ham,See you at the gym later! reply
ham,Meeting got postponed to next week. pls
ham,Can you send me the report by evening? call
ham,Don't forget to buy groceries on your way home. call
ham,Can you send me the report by evening? now
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. !!!
ham,I'll reach office by 10am. 
ham,Call me when you are free. !!!
ham,"Hey, are we meeting later today? call"
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. pls
ham,Don't forget to buy groceries on your way home. reply
ham,Call me when you are free. 
spam,Claim your free ringtone by texting WIN to 80082! Offer ends soon. pls
ham,See you at the gym later! !!!
ham,Did you finish the project presentation? 
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. call
ham,Call me when you are free. reply
ham,I'll reach office by 10am. now
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. pls
ham,"Hey, are we meeting later today? reply"
ham,See you at the gym later! ok
ham,Meeting got postponed to next week. !!!
ham,Did you finish the project presentation? call
ham,Can you send me the report by evening? urgent
ham,I'll reach office by 10am. call
ham,Meeting got postponed to next week. urgent
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! urgent"
ham,Did you finish the project presentation? ok
ham,Let's have lunch tomorrow at 1 pm. now
ham,I'll reach office by 10am. !!!
ham,Did you finish the project presentation? reply
ham,See you at the gym later! 
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! now"
ham,Meeting got postponed to next week. now
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. now"
ham,Please find the attached document for your review. urgent
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. call"
ham,Let's have lunch tomorrow at 1 pm. call
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. reply
ham,Don't forget to buy groceries on your way home. pls
ham,Don't forget to buy groceries on your way home. reply
spam,"You have won a lottery of $10,000! Send your details immediately to claim. now"
ham,Can you send me the report by evening? pls
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. now
spam,WINNER!! As a valued customer you have been selected for a £900 reward! ok
ham,Let's have lunch tomorrow at 1 pm. now
ham,See you at the gym later! !!!
ham,Don't forget to buy groceries on your way home. !!!
ham,I'll reach office by 10am. now
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. ok
ham,Did you finish the project presentation? call
ham,Don't forget to buy groceries on your way home. ok
ham,"Hey, are we meeting later today? urgent"
ham,See you at the gym later! now
ham,Did you finish the project presentation? urgent
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! call"
ham,"Hey, are we meeting later today? urgent"
ham,Did you finish the project presentation? !!!
ham,I'll reach office by 10am. pls
ham,Call me when you are free. 
ham,I'll reach office by 10am. pls
ham,I'll reach office by 10am. pls
ham,Please find the attached document for your review. call
spam,Claim your free ringtone by texting WIN to 80082! Offer ends soon. !!!
spam,"You have won a lottery of $10,000! Send your details immediately to claim. "
ham,Please find the attached document for your review. urgent
ham,Don't forget to buy groceries on your way home. pls
ham,Did you finish the project presentation? ok
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! reply"
ham,Please find the attached document for your review. ok
spam,WINNER!! As a valued customer you have been selected for a £900 reward! now
ham,I'll reach office by 10am. pls
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. ok
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! "
ham,"Hey, are we meeting later today? ok"
ham,Please find the attached document for your review. call
ham,I'll reach office by 10am. urgent
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. now"
ham,Don't forget to buy groceries on your way home. call
spam,"You have won a lottery of $10,000! Send your details immediately to claim. reply"
ham,Can you send me the report by evening? !!!
ham,Don't forget to buy groceries on your way home. ok
ham,Did you finish the project presentation? !!!
ham,"Hey, are we meeting later today? reply"
ham,"Hey, are we meeting later today? urgent"
ham,I'll reach office by 10am. now
ham,Please find the attached document for your review. urgent
ham,Let's have lunch tomorrow at 1 pm. 
ham,Call me when you are free. pls
spam,Claim your free ringtone by texting WIN to 80082! Offer ends soon. 
ham,Please find the attached document for your review. ok
ham,See you at the gym later! reply
ham,Call me when you are free. call
ham,I'll reach office by 10am. urgent
ham,See you at the gym later! ok
spam,WINNER!! As a valued customer you have been selected for a £900 reward! call
ham,Please find the attached document for your review. !!!
ham,"Hey, are we meeting later today? call"
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. ok"
ham,Can you send me the report by evening? now
ham,Don't forget to buy groceries on your way home. now
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! urgent"
ham,I'll reach office by 10am. urgent
ham,Did you finish the project presentation? now
ham,Can you send me the report by evening? !!!
ham,Call me when you are free. 
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! urgent"
ham,Don't forget to buy groceries on your way home. reply
ham,Don't forget to buy groceries on your way home. !!!
ham,Did you finish the project presentation? 
ham,Call me when you are free. now
ham,Don't forget to buy groceries on your way home. now
ham,Meeting got postponed to next week. reply
ham,Can you send me the report by evening? !!!
ham,"Hey, are we meeting later today? ok"
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. call"
ham,Please find the attached document for your review. !!!
ham,Please find the attached document for your review. !!!
ham,I'll reach office by 10am. reply
ham,Please find the attached document for your review. now
ham,Let's have lunch tomorrow at 1 pm. now
spam,"You have won a lottery of $10,000! Send your details immediately to claim. now"
ham,Did you finish the project presentation? pls
spam,"You have won a lottery of $10,000! Send your details immediately to claim. ok"
ham,I'll reach office by 10am. urgent
ham,"Hey, are we meeting later today? urgent"
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! "
ham,I'll reach office by 10am. now
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. "
ham,I'll reach office by 10am. reply
ham,"Hey, are we meeting later today? ok"
ham,Meeting got postponed to next week. reply
ham,Meeting got postponed to next week. urgent
ham,Don't forget to buy groceries on your way home. call
ham,Call me when you are free. call
ham,Did you finish the project presentation? 
ham,Call me when you are free. urgent
ham,Can you send me the report by evening? 
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. !!!
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! now"
ham,Call me when you are free. !!!
ham,I'll reach office by 10am. call
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. pls
ham,I'll reach office by 10am. !!!
ham,Did you finish the project presentation? pls
spam,"You have won a lottery of $10,000! Send your details immediately to claim. now"
ham,Don't forget to buy groceries on your way home. call
ham,Please find the attached document for your review. reply
ham,Did you finish the project presentation? urgent
ham,Call me when you are free. call
ham,Don't forget to buy groceries on your way home. urgent
ham,Can you send me the report by evening? !!!
ham,I'll reach office by 10am. reply
ham,"Hey, are we meeting later today? ok"
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. "
ham,Meeting got postponed to next week. reply
ham,Did you finish the project presentation? urgent
ham,Can you send me the report by evening? reply
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. now"
ham,Don't forget to buy groceries on your way home. 
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. now"
ham,Call me when you are free. urgent
ham,Can you send me the report by evening? now
ham,I'll reach office by 10am. call
ham,Please find the attached document for your review. ok
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. !!!
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. !!!
ham,Don't forget to buy groceries on your way home. call
ham,Let's have lunch tomorrow at 1 pm. urgent
ham,Call me when you are free. ok
ham,Please find the attached document for your review. 
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! now"
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. pls
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. reply"
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! "
ham,Can you send me the report by evening? pls
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. urgent
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. 
ham,Please find the attached document for your review. ok
ham,Don't forget to buy groceries on your way home. call
ham,Meeting got postponed to next week. call
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! now"
ham,I'll reach office by 10am. urgent
ham,See you at the gym later! pls
spam,WINNER!! As a valued customer you have been selected for a £900 reward! call
ham,"Hey, are we meeting later today? call"
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. now
ham,Meeting got postponed to next week. call
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! reply"
ham,Call me when you are free. ok
ham,Meeting got postponed to next week. now
ham,Please find the attached document for your review. call
ham,"Hey, are we meeting later today? !!!"
ham,Meeting got postponed to next week. pls
ham,Don't forget to buy groceries on your way home. !!!
ham,Let's have lunch tomorrow at 1 pm. !!!
ham,Can you send me the report by evening? 
ham,Can you send me the report by evening? urgent
ham,Meeting got postponed to next week. pls
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. now
ham,"Hey, are we meeting later today? reply"
ham,I'll reach office by 10am. urgent
ham,Don't forget to buy groceries on your way home. pls
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! pls"
ham,Please find the attached document for your review. urgent
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. !!!
ham,Please find the attached document for your review. !!!
ham,Let's have lunch tomorrow at 1 pm. 
ham,Can you send me the report by evening? 
spam,WINNER!! As a valued customer you have been selected for a £900 reward! pls
ham,Call me when you are free. call
ham,Let's have lunch tomorrow at 1 pm. now
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. ok
ham,Call me when you are free. call
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! reply"
ham,Please find the attached document for your review. call
spam,WINNER!! As a valued customer you have been selected for a £900 reward! 
ham,Don't forget to buy groceries on your way home. 
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. now
ham,Call me when you are free. 
ham,Please find the attached document for your review. ok
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. urgent
ham,Don't forget to buy groceries on your way home. urgent
ham,Don't forget to buy groceries on your way home. now
ham,Did you finish the project presentation? !!!
ham,Don't forget to buy groceries on your way home. pls
spam,WINNER!! As a valued customer you have been selected for a £900 reward! !!!
ham,Call me when you are free. !!!
ham,Call me when you are free. 
ham,Call me when you are free. 
ham,Please find the attached document for your review. reply
ham,See you at the gym later! !!!
ham,Call me when you are free. reply
ham,Meeting got postponed to next week. pls
ham,"Hey, are we meeting later today? now"
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! "
ham,See you at the gym later! reply
ham,Call me when you are free. 
ham,"Hey, are we meeting later today? !!!"
ham,Can you send me the report by evening? urgent
ham,I'll reach office by 10am. !!!
ham,Don't forget to buy groceries on your way home. pls
ham,See you at the gym later! urgent
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! urgent"
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. now
ham,I'll reach office by 10am. now
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. 
ham,"Hey, are we meeting later today? pls"
ham,I'll reach office by 10am. call
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. now"
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! call"
ham,Don't forget to buy groceries on your way home. reply
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. pls
ham,Did you finish the project presentation? !!!
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. urgent"
ham,"Hey, are we meeting later today? call"
ham,"Hey, are we meeting later today? ok"
ham,Let's have lunch tomorrow at 1 pm. pls
spam,WINNER!! As a valued customer you have been selected for a £900 reward! now
ham,I'll reach office by 10am. urgent
ham,See you at the gym later! 
ham,"Hey, are we meeting later today? ok"
ham,Can you send me the report by evening? !!!
ham,See you at the gym later! urgent
ham,Call me when you are free. 
ham,Let's have lunch tomorrow at 1 pm. reply
ham,See you at the gym later! ok
ham,"Hey, are we meeting later today? pls"
ham,Please find the attached document for your review. ok
ham,I'll reach office by 10am. urgent
ham,Did you finish the project presentation? pls
ham,Did you finish the project presentation? reply
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. pls
ham,Did you finish the project presentation? call
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! reply"
ham,Let's have lunch tomorrow at 1 pm. now
ham,See you at the gym later! ok
ham,Did you finish the project presentation? call
ham,Please find the attached document for your review. now
ham,"Hey, are we meeting later today? urgent"
ham,See you at the gym later! 
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! now"
ham,Let's have lunch tomorrow at 1 pm. now
ham,Call me when you are free. now
ham,Let's have lunch tomorrow at 1 pm. urgent
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. "
ham,Can you send me the report by evening? now
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. reply
ham,See you at the gym later! ok
ham,"Hey, are we meeting later today? now"
ham,I'll reach office by 10am. urgent
ham,Can you send me the report by evening? now
ham,I'll reach office by 10am. ok
ham,"Hey, are we meeting later today? urgent"
ham,Please find the attached document for your review. pls
ham,Don't forget to buy groceries on your way home. pls
ham,Please find the attached document for your review. reply
ham,I'll reach office by 10am. reply
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! ok"
ham,Let's have lunch tomorrow at 1 pm. now
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. reply"
ham,See you at the gym later! call
ham,Can you send me the report by evening? 
spam,WINNER!! As a valued customer you have been selected for a £900 reward! ok
ham,"Hey, are we meeting later today? "
ham,Can you send me the report by evening? call
ham,Did you finish the project presentation? now
ham,Meeting got postponed to next week. !!!
ham,Meeting got postponed to next week. reply
ham,"Hey, are we meeting later today? call"
ham,"Hey, are we meeting later today? !!!"
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. 
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! pls"
ham,I'll reach office by 10am. !!!
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. pls"
spam,"You have won a lottery of $10,000! Send your details immediately to claim. !!!"
ham,Call me when you are free. urgent
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. now"
ham,Call me when you are free. 
ham,Let's have lunch tomorrow at 1 pm. call
ham,Did you finish the project presentation? pls
ham,I'll reach office by 10am. !!!
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. urgent"
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! now"
ham,"Hey, are we meeting later today? pls"
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! pls"
